sentence1,sentence2,score
"['microsoft', 'identified', 'freely', 'distributed', 'linux', 'software', 'one', 'biggest', 'threats', 'sales']","['company', 'publicly', 'identified', 'linux', 'one', 'biggest', 'competitive', 'threats']",3.4
"['antonio', 'monteiro', 'de', 'castro', 'num', 'currently', 'director', 'groups', 'latin', 'america', 'caribbean', 'operations', 'become', 'chief', 'operating', 'officer', 'date']","['bat', 'also', 'said', 'antonio', 'monteiro', 'de', 'castro', 'director', 'latin', 'america', 'caribbean', 'would', 'become', 'chief', 'operating', 'officer', 'january', 'num', 'num']",3.6
"['spin', 'manipulative', 'public', 'relations', 'propaganda', 'answer', 'said']","['report', 'added', 'spin', 'manipulative', 'public', 'relations', 'answer', 'neither', 'avoiding', 'debate']",3.6
"['another', 'shooting', 'linked', 'spree', 'occurred', 'nov', 'num', 'hamilton', 'central', 'elementary', 'obetz', 'two', 'miles', 'freeway']","['latest', 'shooting', 'linked', 'spree', 'nov', 'num', 'shooting', 'hamilton', 'township', 'elementary', 'school', 'obetz', 'two', 'miles', 'freeway']",4.8
"['tuesday', 'central', 'bank', 'left', 'interest', 'rates', 'steady', 'expected', 'also', 'declared', 'overall', 'risks', 'weighted', 'toward', 'weakness', 'warned', 'deflation', 'risks']","['central', 'banks', 'policy', 'board', 'left', 'rates', 'steady', 'widely', 'expected', 'surprised', 'market', 'declaring', 'overall', 'risks', 'weighted', 'toward', 'weakness']",4.0
"['fighting', 'erupted', 'four', 'north', 'korean', 'journalists', 'confronted', 'dozen', 'south', 'korean', 'activists', 'protesting', 'human', 'rights', 'abuses', 'north', 'outside', 'main', 'media', 'centre']","['trouble', 'flared', 'least', 'four', 'north', 'korean', 'reporters', 'rushed', 'taegu', 'media', 'centre', 'confront', 'dozen', 'activists', 'protesting', 'human', 'rights', 'abuses', 'north']",3.4
"['dusty', 'battled', 'kidney', 'cancer', 'year']","['dusty', 'surgery', 'cancer', 'num', 'kidney', 'removed']",2.4
"['kadyrov', 'injured', 'four', 'bodyguards', 'among', 'killed']","['itartass', 'news', 'agency', 'said', 'four', 'bodyguards', 'among', 'killed', 'bomb']",3.0
"['commission', 'estimates', 'california', 'lost', 'num', 'billion', 'state', 'tax', 'shelters', 'num']","['commission', 'estimated', 'california', 'lost', 'num', 'million', 'corporate', 'tax', 'shelters', 'num']",2.75
"['officials', 'say', 'whether', 'us', 'forces', 'crossed', 'syrian', 'territory', 'vague', 'syrian', 'border', 'guards', 'became', 'involved']","['us', 'officials', 'say', 'whether', 'american', 'forces', 'acting', 'intelligence', 'crossed', 'syrian', 'territory', 'vague', 'syrian', 'guards', 'involved']",4.0
"['verisign', 'introduced', 'site', 'finder', 'service', 'sept', 'num']","['battle', 'around', 'verisigns', 'threeweekold', 'site', 'finder', 'service', 'rages']",1.75
"['druce', 'still', 'held', 'prison', 'isolation', 'said']","['druce', 'last', 'night', 'held', 'isolation', 'prison']",4.5
"['leader', 'abu', 'bakr', 'alazdi', 'turned', 'june', 'deputy', 'killed', 'recent', 'shootout', 'saudi', 'forces']","['leader', 'abu', 'bakr', 'alazdi', 'surrendered', 'june', 'deputy', 'killed', 'shootout', 'saudi', 'forces', 'recently']",5.0
"['freitas', 'opening', 'statement', 'king', 'county', 'superior', 'court', 'judge', 'charles', 'mertel', 'recessed', 'trial', 'thanksgiving', 'weekend']","['king', 'county', 'superior', 'court', 'judge', 'charles', 'mertel', 'recess', 'trial', 'monday']",3.0
"['googles', 'investors', 'include', 'prominent', 'vc', 'firms', 'kleiner', 'perkins', 'caufield', 'byers', 'sequoia', 'capital', 'paper', 'noted']","['googles', 'early', 'stage', 'backers', 'include', 'californiabased', 'stanford', 'university', 'vc', 'firms', 'kleiner', 'perkins', 'sequoia', 'capital']",2.8
"['july', 'numst', 'sixth', 'anniversary', 'hong', 'kongs', 'return', 'chinese', 'rule']","['rally', 'overshadowed', 'ceremonies', 'marking', 'sixth', 'anniversary', 'hong', 'kongs', 'return', 'china', 'num', 'july', 'num']",2.667
"['palm', 'wednesday', 'announced', 'plans', 'acquire', 'handspring', 'company', 'started', 'jeff', 'hawkins', 'regarded', 'many', 'father', 'palm', 'handheld']","['palm', 'said', 'wednesday', 'plans', 'buy', 'handspring', 'company', 'created', 'renegade', 'palm', 'cofounder', 'jeff', 'hawkins']",4.0
"['government', 'recently', 'shelved', 'peace', 'talks', 'milf', 'brokered', 'malaysia', 'string', 'attacks', 'including', 'three', 'bombings', 'mindanao']","['government', 'recently', 'shelved', 'peace', 'talks', 'brokered', 'neighbouring', 'malaysia', 'spate', 'attacks', 'mindanao', 'including', 'three', 'deadly', 'bombings', 'blamed', 'milf']",4.25
"['company', 'posted', 'profit', 'num', 'million', 'num', 'cents', 'per', 'share', 'yearago', 'period']","['yearago', 'quarter', 'company', 'earned', 'num', 'million', 'num', 'cents', 'share']",4.176
"['joining', 'boston', 'monday', 'massachusetts', 'communities', 'watertown', 'saugus', 'framingham']","['along', 'boston', 'watertown', 'saugus', 'framingham', 'also', 'going', 'smokefree', 'monday']",3.0
"['israeli', 'soldiers', 'knocked', 'empty', 'mobile', 'homes', 'water', 'towers', 'num', 'tiny', 'west', 'bank', 'settlement', 'outposts', 'overnight', 'part', 'usbacked', 'mideast', 'peace', 'plan']","['israeli', 'soldiers', 'began', 'tearing', 'settlement', 'outposts', 'west', 'bank', 'yesterday', 'israeli', 'obligation', 'new', 'mideast', 'peace', 'plan']",3.8
"['union', 'yet', 'revealed', 'chain', 'would', 'targeted']","['union', 'said', 'would', 'reveal', 'later', 'chain', 'would', 'targeted']",4.6
"['get', 'says', 'howard', 'davidowitz', 'chairman', 'davidowitz', 'associates', 'national', 'retail', 'consulting', 'firm', 'based', 'new', 'york', 'city']","['innocent', 'shes', 'damaged', 'goods', 'said', 'howard', 'davidowitz', 'chairman', 'davidowitz', 'associates', 'national', 'retail', 'consulting', 'firm', 'new', 'york']",1.4
"['updated', 'products', 'include', 'pylon', 'pro', 'pylon', 'conduit', 'pylon', 'anywhere', 'pylon', 'application', 'server']","['new', 'products', 'desktop', 'side', 'include', 'latest', 'versions', 'pylon', 'conduit', 'pylon', 'pro']",2.8
"['turkish', 'authorities', 'said', 'suicide', 'bombers', 'turks']","['ankara', 'says', 'four', 'suicide', 'bombers', 'turkish']",4.2
"['april', 'forecast', 'operating', 'earnings', 'range', 'num', 'num', 'cents', 'share']","['kodak', 'expects', 'earnings', 'num', 'cents', 'num', 'cents', 'share', 'quarter']",1.0
"['florida', 'alaska', 'thousands', 'revelers', 'vowed', 'push', 'legal', 'rights', 'including', 'samesex', 'marriages']","['thousands', 'revellers', 'celebrating', 'decision', 'vowed', 'push', 'legal', 'rights', 'including', 'samesex', 'marriages']",4.2
"['others', 'status', 'egypt', 'israel', 'australia']","['nations', 'like', 'israel', 'australia', 'already', 'status']",2.5
"['findings', 'appear', 'wednesdays', 'journal', 'american', 'medical', 'association', 'news', 'web', 'sites']","['results', 'published', 'wednesdays', 'issue', 'journal', 'american', 'medical', 'association']",3.5
"['additionally', 'hnums', 'cradle', 'room', 'charge', 'second', 'battery']","['cradle', 'hnum', 'space', 'recharging', 'second', 'battery']",4.75
"['one', 'num', 'kurds', 'pointed', 'word', 'refugee', 'englishturkish', 'dictionary']","['one', 'man', 'brandished', 'englishturkish', 'dictionary', 'pointed', 'word', 'refugee']",3.5
"['close', 'cooperation', 'lawenforcement', 'agencies', 'intelligence', 'services', 'lie', 'heart', 'ongoing', 'fight', 'terrorism', 'mr', 'howard', 'said']","['close', 'cooperation', 'regional', 'law', 'enforcement', 'agencies', 'intelligence', 'services', 'heart', 'fight', 'terrorism', 'said']",4.0
"['num', 'group', 'says', 'market', 'rebound', 'num', 'percent', 'num', 'billion', 'sales']","['num', 'asia', 'pacific', 'report', 'growth', 'num', 'percent', 'num', 'billion']",2.0
"['captain', 'robert', 'ramsey', 'us', 'numst', 'armoured', 'division', 'said', 'truck', 'exploded', 'outside', 'building', 'numam', 'one', 'compounds', 'outer', 'walls', 'collapsed']","['captain', 'robert', 'ramsey', 'us', 'numst', 'armored', 'division', 'said', 'truck', 'exploded', 'outside', 'building', 'around', 'num']",3.2
"['northern', 'autumn', 'us', 'trainers', 'work', 'soldiers', 'four', 'north', 'african', 'countries', 'patrolling', 'gathering', 'intelligence']","['later', 'year', 'command', 'send', 'trainers', 'soldiers', 'four', 'north', 'african', 'nations', 'patrolling', 'intelligence', 'gathering', 'missions']",3.8
"['figures', 'becoming', 'catastrophic', 'said', 'dr', 'patrick', 'pelloux', 'president', 'association', 'emergency', 'room', 'physicians']","['unacceptable', 'said', 'patrick', 'pelloux', 'president', 'frances', 'association', 'emergency', 'doctors']",2.5
"['whatever', 'happened', 'way', 'punishment', 'certainly', 'enough', 'covello', 'told', 'numyearold', 'whose', 'family', 'friends', 'supporters', 'filled', 'half', 'courtroom']","['happened', 'sir', 'way', 'punishment', 'certainly', 'enough', 'covello', 'said']",3.0
"['mother', 'also', 'alleged', 'lawsuit', 'sexually', 'assaulted', 'one', 'guards']","['mother', 'also', 'contended', 'sexually', 'assaulted', 'one', 'guards', 'num', 'confrontation']",4.0
"['yes', 'today', 'flash', 'memory', 'purchased', 'amd', 'fujitsu', 'branded', 'spansion']","['spansion', 'flash', 'memory', 'solutions', 'available', 'worldwide', 'amd', 'fujitsu']",2.625
"['worlds', 'two', 'largest', 'automakers', 'said', 'us', 'sales', 'declined', 'predicted', 'last', 'month', 'late', 'summer', 'sales', 'frenzy', 'caused', 'industry', 'backlash', 'expected']","['domestic', 'sales', 'gm', 'num', 'ford', 'motor', 'co', 'declined', 'predicted', 'late', 'summer', 'sales', 'frenzy', 'prompted', 'largerthanexpected', 'industry', 'backlash']",3.2
"['tropical', 'storm', 'rapidly', 'developed', 'gulf', 'mexico', 'sunday', 'expected', 'hit', 'somewhere', 'along', 'texas', 'louisiana', 'coasts', 'monday', 'night']","['tropical', 'storm', 'rapidly', 'developed', 'gulf', 'mexico', 'sunday', 'could', 'hurricaneforce', 'winds', 'hits', 'land', 'somewhere', 'along', 'louisiana', 'coast', 'monday', 'night']",4.0
"['pressure', 'may', 'well', 'rise', 'thursday', 'national', 'coverage', 'final', 'round', 'planned', 'espn', 'cable', 'sports', 'network']","['pressure', 'intensify', 'today', 'national', 'coverage', 'final', 'round', 'planned', 'espn', 'words', 'even', 'difficult']",3.2
"['pataki', 'praised', 'abrahams', 'decision', 'lipa', 'chairman', 'richard', 'kessel', 'said', 'cable', 'kept', 'operation', 'permanently']","['lipa', 'chairman', 'richard', 'kessel', 'said', 'meant', 'cable', 'could', 'used', 'see', 'fit']",2.4
"['dynes', 'came', 'uc', 'san', 'diego', 'num', 'num', 'years', 'physicist', 'att', 'bell', 'labs']","['dynes', 'uc', 'san', 'diego', 'since', 'num', 'spending', 'num', 'years', 'att', 'bell', 'labs', 'worked', 'superconductors', 'materials']",3.6
"['meningitis', 'infection', 'spinal', 'cord', 'fluid', 'tissue', 'around', 'brain']","['meningitis', 'infection', 'fluid', 'persons', 'spinal', 'cord', 'around', 'brain']",4.6
"['mayor', 'joe', 'parker', 'said', 'late', 'thursday', 'three', 'workers', 'two', 'men', 'woman', 'inside', 'building', 'first', 'blast', 'occurred']","['missing', 'workers', 'two', 'men', 'woman', 'inside', 'building', 'first', 'blast', 'occurred', 'mayor', 'joe', 'parker', 'said']",4.4
"['londonbased', 'ncri', 'official', 'ali', 'safavi', 'told', 'reuters', 'condemn', 'raid', 'view', 'illegal', 'morally', 'politically', 'unjustifiable']","['condemn', 'raid', 'view', 'illegal', 'morally', 'politically', 'unjustifiable', 'londonbased', 'ncri', 'official', 'ali', 'safavi', 'told', 'reuters', 'telephone']",4.6
"['exploded', 'hands', 'former', 'italian', 'prime', 'minister', 'unhurt']","['letter', 'bomb', 'sent', 'prodi', 'exploded', 'hands', 'unhurt']",3.6
"['halabis', 'military', 'attorney', 'air', 'force', 'maj', 'james', 'key', 'denied', 'charges', 'could', 'carry', 'death', 'penalty']","['attorney', 'representing', 'alhalabi', 'air', 'force', 'maj', 'james', 'key', 'iii', 'denied', 'charges', 'according', 'associated', 'press']",3.2
"['waksal', 'letter', 'court', 'said', 'tore', 'family', 'apart']","['seeking', 'leniency', 'waksal', 'apologized', 'court', 'employees', 'family']",2.0
"['since', 'early', 'may', 'city', 'received', 'num', 'reports', 'dead', 'blue', 'jays', 'crows', 'jayroe', 'said']","['since', 'early', 'may', 'city', 'received', 'num', 'reports', 'said']",2.8
"['forest', 'freedom', 'organisation', 'right', 'enjoy', 'smoking', 'tobacco', 'said', 'mention', 'word', 'prohibition', 'everyone', 'knows', 'happened']","['forest', 'freedom', 'organisation', 'right', 'enjoy', 'smoking', 'tobacco', 'said', 'greeted', 'lancets', 'call', 'amusement', 'disbelief']",1.6
"['converted', 'baystar', 'aggregate', 'approximately', 'num', 'million', 'shares', 'sco', 'common', 'stock', 'num', 'percent', 'companys', 'outstanding', 'shares']","['investment', 'gives', 'larkspur', 'califbased', 'baystar', 'num', 'million', 'shares', 'sco', 'common', 'stock', 'num', 'percent', 'companys', 'outstanding', 'shares']",4.0
"['opec', 'producers', 'meeting', 'wednesday', 'set', 'pressure', 'independent', 'oil', 'exporters', 'contribute', 'cartels', 'next', 'supply', 'cut', 'allow', 'return', 'iraqi', 'oil']","['opec', 'week', 'set', 'pressure', 'independent', 'exporters', 'back', 'cartels', 'next', 'supply', 'cut', 'prevent', 'resumption', 'iraqi', 'exports', 'undercutting', 'oil', 'prices']",2.8
"['federal', 'trade', 'commission', 'ftc', 'asked', 'congress', 'today', 'additional', 'authority', 'fight', 'unwanted', 'internet', 'spam', 'accounts', 'half', 'email', 'traffic']","['federal', 'trade', 'commission', 'asked', 'congress', 'yesterday', 'broader', 'powers', 'attack', 'rapidly', 'growing', 'problem', 'spam', 'new', 'studies', 'show', 'accounts', 'half', 'email', 'traffic']",5.0
"['federal', 'grand', 'jury', 'indicted', 'tuesday', 'document', 'sealed', 'yesterday', 'allow', 'authorities', 'make', 'arrests']","['federal', 'officials', 'said', 'document', 'remained', 'sealed', 'thursday', 'morning', 'allow', 'authorities', 'make', 'arrests', 'five', 'western', 'states']",3.4
"['people', 'opposed', 'actions', 'throughout', 'trying', 'find', 'fresh', 'reasons', 'say', 'wasnt', 'right', 'thing']","['happening', 'people', 'opposed', 'action', 'throughout', 'trying', 'find', 'fresh', 'reasons', 'right', 'thing']",4.0
"['richard', 'miller', 'remained', 'hospitalized', 'undergoing', 'liver', 'transplant', 'wife', 'recovered']","['richard', 'miller', 'num', 'survived', 'lifesaving', 'liver', 'transplant', 'remains', 'hospitalized']",3.2
"['sequent', 'representatives', 'could', 'immediately', 'reached', 'comment', 'sco', 'announcement']","['spokesman', 'sco', 'could', 'reached', 'comment', 'afternoon']",3.8
"['proportion', 'people', 'covered', 'employers', 'dropped', 'num', 'percent', 'num', 'num', 'percent', 'last', 'year']","['proportion', 'americans', 'insurance', 'employers', 'declined', 'num', 'percent', 'num', 'percent', 'num', 'num', 'percent', 'num']",3.2
"['world', 'num', 'lleyton', 'hewitt', 'accused', 'association', 'tennis', 'professionals', 'malice', 'including', 'alleged', 'attempt', 'last', 'year', 'dupe', 'refusing', 'drug', 'test']","['world', 'nonum', 'lleyton', 'hewitt', 'accused', 'professional', 'peers', 'longstanding', 'malice', 'including', 'attempt', 'last', 'year', 'dupe', 'refusing', 'drug', 'test']",4.0
"['msn', 'messenger', 'num', 'available', 'download', 'starting', 'num', 'pm', 'gmt', 'wednesday', 'httpmessengermsncomdownloadvnumpreviewasp']","['msn', 'messenger', 'num', 'software', 'available', 'num', 'pst', 'wednesday', 'according', 'microsoft']",3.25
"['connection', 'incident', 'acknowledged', 'behaved', 'inappropriately']","['acknowledged', 'behaved', 'inappropriately', 'said']",4.25
"['spokesman', 'said', 'since', 'november', 'cooperated', 'fully', 'police']","['added', 'cooperated', 'fully', 'police', 'since', 'november']",4.25
"['women', 'eat', 'potatoes', 'tuberous', 'vegetables', 'pregnancy', 'may', 'risk', 'triggering', 'type', 'num', 'diabetes', 'children', 'melbourne', 'researchers', 'believe']","['australian', 'researchers', 'believe', 'found', 'trigger', 'type', 'num', 'diabetes', 'children', 'mothers', 'eating', 'potatoes', 'tuberous', 'vegetables', 'pregnancy']",4.25
"['broad', 'standard', 'poors', 'num', 'index', 'spx', 'inched', 'num', 'points', 'num', 'percent', 'num']","['technologylaced', 'nasdaq', 'composite', 'index', 'ixic', 'lost', 'num', 'points', 'num', 'percent', 'num']",0.75
"['people', 'thought', 'blood', 'pressure', 'fine', 'actually', 'may', 'well', 'way', 'hypertension', 'new', 'us', 'guidelines', 'published', 'wednesday']","['people', 'thought', 'blood', 'pressure', 'fine', 'actually', 'need', 'start', 'exercising', 'eating', 'better', 'according', 'new', 'us', 'guidelines', 'published', 'wednesday']",3.0
"['amazon', 'also', 'reported', 'new', 'york', 'attorney', 'generals', 'office', 'settled', 'civil', 'fraud', 'charges', 'one', 'spoofers', 'identified']","['amazon', 'new', 'york', 'attorney', 'generals', 'office', 'already', 'settled', 'one', 'alleged', 'email', 'forgers']",3.75
"['leading', 'actress', 'nod', 'went', 'energetic', 'newcomer', 'marissa', 'jaret', 'winokur', 'ednas', 'daughter', 'tracy']","['marissa', 'jaret', 'winokur', 'tracy', 'best', 'actress', 'musical']",4.0
